filename,timeFrame,prediction
test_00.wav,6.64,-0.18603498
test_00.wav,6.68,-0.1753935
test_00.wav,6.72,-0.26073617
test_00.wav,6.76,-0.3027177
test_00.wav,6.8,-0.29804903
test_00.wav,6.84,-0.31890628
test_00.wav,6.88,-0.31898206
test_00.wav,6.92,-0.350647
test_00.wav,6.96,-0.37681356
test_00.wav,7.0,-0.3695861
test_00.wav,7.04,-0.39294314
test_00.wav,7.08,-0.43576944
test_00.wav,7.12,-0.48091358
test_00.wav,7.16,-0.49757934
test_00.wav,7.2,-0.5225762
test_00.wav,7.24,-0.54367167
test_00.wav,7.28,-0.53793555
test_00.wav,7.32,-0.5370478
test_00.wav,7.36,-0.59755754
test_00.wav,7.4,-0.58268094
test_00.wav,7.44,-0.6261656
test_00.wav,7.48,-0.61166596
test_00.wav,7.52,-0.63284415
test_00.wav,7.56,-0.62010694
test_00.wav,7.6,-0.6242537
test_00.wav,7.64,-0.685377
test_00.wav,7.68,-0.67796004
test_00.wav,7.72,-0.5883585
test_00.wav,7.76,-0.74548316
test_00.wav,7.8,-0.72299784
test_00.wav,7.84,-0.7281013
test_00.wav,7.88,-0.6713869
test_00.wav,7.92,-0.3922931
test_00.wav,7.96,-0.063459255
test_00.wav,8.0,0.21349825
test_00.wav,8.04,0.38879824
test_00.wav,8.08,0.49073255
test_00.wav,8.12,0.40011102
test_00.wav,8.16,0.28191352
test_00.wav,8.2,0.24372089
test_00.wav,8.24,0.25047162
test_00.wav,8.28,0.24024953
test_00.wav,8.32,0.20797916
test_00.wav,8.36,0.18143004
test_00.wav,8.4,0.04974092
test_00.wav,8.44,-0.07706237
test_00.wav,8.48,-0.06741273
test_00.wav,8.52,-0.11974023
test_00.wav,8.56,-0.16874626
test_00.wav,8.6,-0.17547157
test_00.wav,8.64,-0.17455748
test_00.wav,8.68,-0.2717123
test_00.wav,8.72,-0.3277508
test_00.wav,8.76,-0.3743326
test_00.wav,8.8,-0.40458086
test_00.wav,8.84,-0.47471264
test_00.wav,8.88,-0.52727777
test_00.wav,8.92,-0.48423046
test_00.wav,8.96,-0.48921996
test_00.wav,9.0,-0.4920447
test_00.wav,9.04,-0.49554518
test_00.wav,9.08,-0.4724577
test_00.wav,9.12,-0.43952402
test_00.wav,9.16,-0.43714508
test_00.wav,9.2,-0.4637984
test_00.wav,9.24,-0.47314012
test_00.wav,9.28,-0.48098522
test_00.wav,9.32,-0.49441943
test_00.wav,9.36,-0.5402101
test_00.wav,9.4,-0.50124454
test_00.wav,9.44,-0.53372794
test_00.wav,9.48,-0.52047974
test_00.wav,9.52,-0.502334
test_00.wav,9.56,-0.48408118
test_00.wav,9.6,-0.4424212
test_00.wav,9.64,-0.49746373
test_00.wav,9.68,-0.53016114
test_00.wav,9.72,-0.554213
test_00.wav,9.76,-0.56050843
test_00.wav,9.8,-0.5428144
test_00.wav,9.84,-0.54455197
test_00.wav,9.88,-0.5653241
test_00.wav,9.92,-0.56298673
test_00.wav,9.96,-0.5605717
test_00.wav,10.0,-0.5803669
test_00.wav,10.04,-0.50062305
test_00.wav,10.08,-0.5030151
test_00.wav,10.12,-0.49264222
test_00.wav,10.16,-0.5188701
test_00.wav,10.2,-0.53356504
test_00.wav,10.24,-0.5435083
test_00.wav,10.28,-0.59025
test_00.wav,10.32,-0.5870239
test_00.wav,10.36,-0.45416614
test_00.wav,10.4,-0.64856976
test_00.wav,10.44,-0.6324442
test_00.wav,10.48,-0.6581937
test_00.wav,10.52,-0.63841105
test_00.wav,10.56,-0.58197606
test_00.wav,10.6,-0.54587054
test_00.wav,10.64,-0.45904252
test_00.wav,10.68,-0.14116278
test_00.wav,10.72,0.21979797
test_00.wav,10.76,0.37690789
test_00.wav,10.8,0.66310763
test_00.wav,10.84,0.8973524
test_00.wav,10.88,1.1485733
test_00.wav,10.92,1.4118516
test_00.wav,10.96,1.5020543
test_00.wav,11.0,1.5277731
test_00.wav,11.04,1.4696381
test_00.wav,11.08,1.4229815
test_00.wav,11.12,1.293393
test_00.wav,11.16,1.1693617
test_00.wav,11.2,0.9808279
test_00.wav,11.24,0.82677686
test_00.wav,11.28,0.84123826
test_00.wav,11.32,0.763562
test_00.wav,11.36,0.69977665
test_00.wav,11.4,0.6492932
test_00.wav,11.44,0.6306679
test_00.wav,11.48,0.52202886
test_00.wav,11.52,0.40648633
test_00.wav,11.56,0.3756759
test_00.wav,11.6,0.27912748
test_00.wav,11.64,0.25307977
test_00.wav,11.68,0.19885956
test_00.wav,11.72,0.07453669
test_00.wav,11.76,0.08926626
test_00.wav,11.8,0.07663476
test_00.wav,11.84,0.036875587
test_00.wav,11.88,0.0063946787
test_00.wav,11.92,0.0183016
test_00.wav,11.96,0.067296386
test_00.wav,12.0,0.036531266
test_00.wav,12.04,0.029582964
test_00.wav,12.08,0.08981113
test_00.wav,12.12,0.0033635446
test_00.wav,12.16,-0.052658893
test_00.wav,12.2,-0.11711092
test_00.wav,12.24,-0.08795666
test_00.wav,12.28,-0.028019538
test_00.wav,12.32,-0.08891663
test_00.wav,12.36,-0.12124392
test_00.wav,12.4,-0.08472072
test_00.wav,12.44,-0.14927891
test_00.wav,12.48,-0.17465997
test_00.wav,12.52,-0.23916508
test_00.wav,12.56,-0.25991014
test_00.wav,12.6,-0.27864274
test_00.wav,12.64,-0.30221915
test_00.wav,12.68,-0.19029543
test_00.wav,12.72,-0.19721627
test_00.wav,12.76,-0.20161381
test_00.wav,12.8,-0.109890334
test_00.wav,12.84,-0.12415454
test_00.wav,12.88,0.019830694
test_00.wav,12.92,0.1291971
test_00.wav,12.96,0.18984306
test_00.wav,13.0,0.15656787
test_00.wav,13.04,0.14600511
test_00.wav,13.08,0.14625548
test_00.wav,13.12,0.13809274
test_00.wav,13.16,0.20473182
test_00.wav,13.2,0.19516332
test_00.wav,13.24,0.20873441
test_00.wav,13.28,0.26817375
test_00.wav,13.32,0.31399882
test_00.wav,13.36,0.31265432
test_00.wav,13.4,0.30162463
test_00.wav,13.44,0.26535103
test_00.wav,13.48,0.18659723
test_00.wav,13.52,0.11898881
test_00.wav,13.56,0.13396655
test_00.wav,13.6,0.09935228
test_00.wav,13.64,0.12386834
test_00.wav,13.68,0.01629887
test_00.wav,13.72,-0.041004192
test_00.wav,13.76,-0.03032747
test_00.wav,13.8,-0.026431968
test_00.wav,13.84,-0.042510092
test_00.wav,13.88,-0.06104448
test_00.wav,13.92,-0.06871561
test_00.wav,13.96,-0.212375
test_00.wav,14.0,-0.2881781
test_00.wav,14.04,-0.34520578
test_00.wav,14.08,-0.4026099
test_00.wav,14.12,-0.4136304
test_00.wav,14.16,-0.44768372
test_00.wav,14.2,-0.5191362
test_00.wav,14.24,-0.49850523
test_00.wav,14.28,-0.48871478
test_00.wav,14.32,-0.4914743
test_00.wav,14.36,-0.4846437
test_00.wav,14.4,-0.46100235
test_00.wav,14.44,-0.45147935
test_00.wav,14.48,-0.42592955
test_00.wav,14.52,-0.45424333
test_00.wav,14.56,-0.4443637
test_00.wav,14.6,-0.44137847
test_00.wav,14.64,-0.48987398
test_00.wav,14.68,-0.514734
test_00.wav,14.72,-0.51912963
test_00.wav,14.76,-0.4951338
test_00.wav,14.8,-0.4733949
test_00.wav,14.84,-0.51205784
test_00.wav,14.88,-0.5306658
test_00.wav,14.92,-0.5412776
test_00.wav,14.96,-0.5516819
test_00.wav,15.0,-0.55825067
test_00.wav,15.04,-0.56504834
test_00.wav,15.08,-0.55737585
test_00.wav,15.12,-0.55107766
test_00.wav,15.16,-0.578619
test_00.wav,15.2,-0.68300647
test_00.wav,15.24,-0.7991323
test_00.wav,15.28,-0.6671376
test_00.wav,15.32,-0.661594
test_00.wav,15.36,-0.65703064
test_00.wav,15.4,-0.67824584
test_00.wav,15.44,-0.7290171
test_00.wav,15.48,-0.73754627
test_00.wav,15.52,-0.74859285
test_00.wav,15.56,-0.78360844
test_00.wav,15.6,-0.7891195
test_00.wav,15.64,-0.7649197
test_00.wav,15.68,-0.7892235
test_00.wav,15.72,-0.772155
test_00.wav,15.76,-0.75578666
test_00.wav,15.8,-0.7491142
test_00.wav,15.84,-0.7655955
test_00.wav,15.88,-0.7772204
test_00.wav,15.92,-0.7703436
test_00.wav,15.96,-0.7392985
test_00.wav,16.0,-0.8030757
test_00.wav,16.04,-0.78727615
test_00.wav,16.08,-0.798352
test_00.wav,16.12,-0.78111655
test_00.wav,16.16,-0.82069206
test_00.wav,16.2,-0.88041234
test_00.wav,16.24,-0.8311305
test_00.wav,16.28,-0.78306514
test_00.wav,16.32,-0.6083032
test_00.wav,16.36,-0.39642745
test_00.wav,16.4,-0.25808197
test_00.wav,16.44,-0.13666245
test_00.wav,16.48,-0.14665712
test_00.wav,16.52,0.13424955
test_00.wav,16.56,0.41669098
test_00.wav,16.6,0.6937535
test_00.wav,16.64,0.96380615
test_00.wav,16.68,1.2242024
test_00.wav,16.72,1.4661614
test_00.wav,16.76,1.6959511
test_00.wav,16.8,2.14543
test_00.wav,16.84,2.426898
test_00.wav,16.88,2.395012
test_00.wav,16.92,2.453735
test_00.wav,16.96,2.4530323
test_00.wav,17.0,2.4534879
test_00.wav,17.04,2.4101346
test_00.wav,17.08,2.3475375
test_00.wav,17.12,2.094401
test_00.wav,17.16,2.0853026
test_00.wav,17.2,2.0269375
test_00.wav,17.24,1.9894006
test_00.wav,17.28,1.9085381
test_00.wav,17.32,1.8330758
test_00.wav,17.36,1.8004149
test_00.wav,17.4,1.7505431
test_00.wav,17.44,1.6385826
test_00.wav,17.48,1.6267636
test_00.wav,17.52,1.6080761
test_00.wav,17.56,1.4807887
test_00.wav,17.6,1.4776419
test_00.wav,17.64,1.3609287
test_00.wav,17.68,1.2011232
test_00.wav,17.72,1.1770458
test_00.wav,17.76,1.0563362
test_00.wav,17.8,1.093824
test_00.wav,17.84,1.0833666
test_00.wav,17.88,1.0591224
test_00.wav,17.92,0.96599865
test_00.wav,17.96,0.86214733
test_00.wav,18.0,0.77604234
test_00.wav,18.04,0.7587195
test_00.wav,18.08,0.756381
test_00.wav,18.12,0.7562457
test_00.wav,18.16,0.72709113
test_00.wav,18.2,0.64790666
test_00.wav,18.24,0.56214786
test_00.wav,18.28,0.5357709
test_00.wav,18.32,0.48965645
test_00.wav,18.36,0.42545372
test_00.wav,18.4,0.37446755
test_00.wav,18.44,0.36151296
test_00.wav,18.48,0.35294023
test_00.wav,18.52,0.4675187
test_00.wav,18.56,0.5096582
test_00.wav,18.6,0.38121414
test_00.wav,18.64,0.31898993
test_00.wav,18.68,0.21835147
test_00.wav,18.72,0.13984491
test_00.wav,18.76,0.16787928
test_00.wav,18.8,0.14232016
test_00.wav,18.84,0.032930113
test_00.wav,18.88,-0.014045741
test_00.wav,18.92,-0.029280335
test_00.wav,18.96,-0.04705731
test_00.wav,19.0,-0.1215186
test_00.wav,19.04,-0.19000253
test_00.wav,19.08,-0.24232201
test_00.wav,19.12,-0.27323386
test_00.wav,19.16,-0.25598103
test_00.wav,19.2,-0.20655185
test_00.wav,19.24,-0.20890175
test_00.wav,19.28,-0.21071143
test_00.wav,19.32,-0.21347702
test_00.wav,19.36,-0.2200697
test_00.wav,19.4,-0.3194045
test_00.wav,19.44,-0.33681694
test_00.wav,19.48,-0.35491005
test_00.wav,19.52,-0.39012802
test_00.wav,19.56,-0.42049006
test_00.wav,19.6,-0.42282438
test_00.wav,19.64,-0.5059652
test_00.wav,19.68,-0.5308874
test_00.wav,19.72,-0.5848437
test_00.wav,19.76,-0.524131
test_00.wav,19.8,-0.6078792
test_00.wav,19.84,-0.5942511
test_00.wav,19.88,-0.4372141
test_00.wav,19.92,-0.25514063
test_00.wav,19.96,-0.10137081
test_00.wav,20.0,-0.027974203
test_00.wav,20.04,0.18777317
test_00.wav,20.08,0.6077399
test_00.wav,20.12,0.7747688
test_00.wav,20.16,1.0833988
test_00.wav,20.2,1.370367
test_00.wav,20.24,1.5680829
test_00.wav,20.28,1.7164531
test_00.wav,20.32,1.8177118
test_00.wav,20.36,1.7233819
test_00.wav,20.4,1.5604696
test_00.wav,20.44,1.546432
test_00.wav,20.48,1.5519866
test_00.wav,20.52,1.5123421
test_00.wav,20.56,1.5270452
test_00.wav,20.6,1.5345336
test_00.wav,20.64,1.4696897
test_00.wav,20.68,1.3195125
test_00.wav,20.72,1.2622541
test_00.wav,20.76,1.2013255
test_00.wav,20.8,1.1922303
test_00.wav,20.84,1.0811814
test_00.wav,20.88,0.9778037
test_00.wav,20.92,0.919058
test_00.wav,20.96,0.8815995
test_00.wav,21.0,0.86930317
test_00.wav,21.04,0.91729575
test_00.wav,21.08,0.9529236
test_00.wav,21.12,0.83503157
test_00.wav,21.16,0.7931635
test_00.wav,21.2,0.84209484
test_00.wav,21.24,0.8032751
test_00.wav,21.28,0.7831846
test_00.wav,21.32,0.7287807
test_00.wav,21.36,0.7768173
test_00.wav,21.4,0.80381554
test_00.wav,21.44,0.8141255
test_00.wav,21.48,0.7596566
test_00.wav,21.52,0.7158976
test_00.wav,21.56,0.71502614
test_00.wav,21.6,0.66288865
test_00.wav,21.64,0.740427
test_00.wav,21.68,0.6714997
test_00.wav,21.72,0.62910235
test_00.wav,21.76,0.61183375
test_00.wav,21.8,0.59017164
test_00.wav,21.84,0.5601076
test_00.wav,21.88,0.56195897
test_00.wav,21.92,0.55424577
test_00.wav,21.96,0.5324595
test_00.wav,22.0,0.4623036
test_00.wav,22.04,0.38755742
test_00.wav,22.08,0.36673102
test_00.wav,22.12,0.33798146
test_00.wav,22.16,0.29437503
test_00.wav,22.2,0.26524165
test_00.wav,22.24,0.22261786
test_00.wav,22.28,0.1913482
test_00.wav,22.32,0.19449227
test_00.wav,22.36,0.21142898
test_00.wav,22.4,0.2263751
test_00.wav,22.44,0.20250942
test_00.wav,22.48,0.22306374
test_00.wav,22.52,0.23962054
test_00.wav,22.56,0.29838824
test_00.wav,22.6,0.20908114
test_00.wav,22.64,0.19716215
test_00.wav,22.68,0.17021295
test_00.wav,22.72,0.13490741
test_00.wav,22.76,0.09968428
test_00.wav,22.8,0.06777507
test_00.wav,22.84,0.054819558
test_00.wav,22.88,0.0074746776
test_00.wav,22.92,-0.021747133
test_00.wav,22.96,-0.07928524
test_00.wav,23.0,-0.040578883
test_00.wav,23.04,0.13393506
test_00.wav,23.08,0.306771
test_00.wav,23.12,0.38907385
test_00.wav,23.16,0.14203179
test_00.wav,23.2,0.35522085
test_00.wav,23.24,0.6132527
test_00.wav,23.28,0.8562063
test_00.wav,23.32,1.1969427
test_00.wav,23.36,1.4753627
test_00.wav,23.4,1.6673492
test_00.wav,23.44,1.7760245
test_00.wav,23.48,1.8064473
test_00.wav,23.52,1.7971033
test_00.wav,23.56,1.7687247
test_00.wav,23.6,1.6536381
test_00.wav,23.64,1.5351481
test_00.wav,23.68,1.4241849
test_00.wav,23.72,1.3688173
test_00.wav,23.76,1.3085966
test_00.wav,23.8,1.2417798
test_00.wav,23.84,1.1897206
test_00.wav,23.88,1.0939517
test_00.wav,23.92,0.99823076
test_00.wav,23.96,0.84338284
test_00.wav,24.0,0.6336962
test_00.wav,24.04,0.6051175
test_00.wav,24.08,0.6494249
test_00.wav,24.12,0.5467464
test_00.wav,24.16,0.47063872
test_00.wav,24.2,0.4031067
test_00.wav,24.24,0.3437507
test_00.wav,24.28,0.27213255
test_00.wav,24.32,0.21846488
test_00.wav,24.36,0.24412757
test_00.wav,24.4,0.19531268
test_00.wav,24.44,0.15420738
test_00.wav,24.48,0.17710598
test_00.wav,24.52,0.14941418
test_00.wav,24.56,0.19961998
test_00.wav,24.6,0.18661611
test_00.wav,24.64,0.08562067
test_00.wav,24.68,0.05175734
test_00.wav,24.72,0.054412637
test_00.wav,24.76,0.029994026
test_00.wav,24.8,-0.027688961
test_00.wav,24.84,-0.13331501
test_00.wav,24.88,-0.16051356
test_00.wav,24.92,-0.20353109
test_00.wav,24.96,-0.19954066
test_00.wav,25.0,-0.22702977
test_00.wav,25.04,-0.2786066
test_00.wav,25.08,-0.2512341
test_00.wav,25.12,-0.26803875
test_00.wav,25.16,-0.27930608
test_00.wav,25.2,-0.3400901
test_00.wav,25.24,-0.38722247
test_00.wav,25.28,-0.42421106
test_00.wav,25.32,-0.46145993
test_00.wav,25.36,-0.48006445
test_00.wav,25.4,-0.48147833
test_00.wav,25.44,-0.47911835
test_00.wav,25.48,-0.48529863
test_00.wav,25.52,-0.53691757
test_00.wav,25.56,-0.5479885
test_00.wav,25.6,-0.3779001
test_00.wav,25.64,-0.35431385
test_00.wav,25.68,-0.35794178
test_00.wav,25.72,-0.37564507
test_00.wav,25.76,-0.43453097
test_00.wav,25.8,-0.48878685
test_00.wav,25.84,-0.58139724
test_00.wav,25.88,-0.71487975
test_00.wav,25.92,-0.8114462
test_00.wav,25.96,-0.7180345
test_00.wav,26.0,-0.68577904
test_00.wav,26.04,-0.6549659
test_00.wav,26.08,-0.65511143
test_00.wav,26.12,-0.6677108
test_00.wav,26.16,-0.67282486
test_00.wav,26.2,-0.65223765
test_00.wav,26.24,-0.6398451
test_00.wav,26.28,-0.6613776
test_00.wav,26.32,-0.7477316
test_00.wav,26.36,-0.82804847
test_00.wav,26.4,-0.7426448
test_00.wav,26.44,-0.7364972
test_00.wav,26.48,-0.71546596
test_00.wav,26.52,-0.7347596
test_00.wav,26.56,-0.7421467
test_00.wav,26.6,-0.7542588
test_00.wav,26.64,-0.78172016
test_00.wav,26.68,-0.8421466
test_00.wav,26.72,-0.88358945
test_00.wav,26.76,-0.7876809
test_00.wav,26.8,-0.61746114
test_00.wav,26.84,-0.37746087
test_00.wav,26.88,-0.14552774
test_00.wav,26.92,0.15634458
test_00.wav,26.96,0.4866586
test_00.wav,27.0,0.6154806
test_00.wav,27.04,0.7965081
test_00.wav,27.08,0.82220095
test_00.wav,27.12,0.8108273
test_00.wav,27.16,0.749785
test_00.wav,27.2,0.66455156
test_00.wav,27.24,0.6634572
test_00.wav,27.28,0.6519758
test_00.wav,27.32,0.5513602
test_00.wav,27.36,0.5340301
test_00.wav,27.4,0.47141233
test_00.wav,27.44,0.41708264
test_00.wav,27.48,0.36558104
test_00.wav,27.52,0.3061726
test_00.wav,27.56,0.2994142
test_00.wav,27.6,0.25092933
test_00.wav,27.64,0.20689702
test_00.wav,27.68,0.15663932
test_00.wav,27.72,0.11355748
test_00.wav,27.76,0.0729745
test_00.wav,27.8,0.041426152
test_00.wav,27.84,0.018827358
test_00.wav,27.88,0.031310063
test_00.wav,27.92,0.0056827567
test_00.wav,27.96,-0.0004592538
test_00.wav,28.0,-0.002299736
test_00.wav,28.04,0.004763434
test_00.wav,28.08,-0.0073307264
test_00.wav,28.12,-0.05333668
test_00.wav,28.16,-0.1248944
test_00.wav,28.2,-0.045012664
test_00.wav,28.24,-0.085594654
test_00.wav,28.28,-0.11693078
test_00.wav,28.32,-0.11633781
test_00.wav,28.36,-0.13451587
test_00.wav,28.4,-0.13159776
test_00.wav,28.44,-0.1284035
test_00.wav,28.48,-0.1393225
test_00.wav,28.52,-0.14335136
test_00.wav,28.56,-0.13839206
test_00.wav,28.6,-0.13040747
test_00.wav,28.64,-0.15703954
test_00.wav,28.68,-0.16716903
test_00.wav,28.72,-0.1715724
test_00.wav,28.76,-0.18398929
test_00.wav,28.8,-0.23830676
test_00.wav,28.84,-0.33926386
test_00.wav,28.88,-0.2753873
test_00.wav,28.92,-0.25931883
test_00.wav,28.96,-0.28496635
test_00.wav,29.0,-0.30194932
test_00.wav,29.04,-0.32705486
test_00.wav,29.08,-0.37265885
test_00.wav,29.12,-0.4511502
test_00.wav,29.16,-0.5375351
test_00.wav,29.2,-0.4555441
test_00.wav,29.24,-0.4430635
test_00.wav,29.28,-0.48409867
test_00.wav,29.32,-0.47160327
test_00.wav,29.36,-0.5449704
test_00.wav,29.4,-0.6113591
test_00.wav,29.44,-0.65820473
test_00.wav,29.48,-0.59010464
test_00.wav,29.52,-0.66137636
test_00.wav,29.56,-0.7129083
test_00.wav,29.6,-0.747779
test_00.wav,29.64,-0.7580266
test_00.wav,29.68,-0.822942
test_00.wav,29.72,-0.77189386
test_00.wav,29.76,-0.79983425
test_00.wav,29.8,-0.7622254
test_00.wav,29.84,-0.7484611
test_00.wav,29.88,-0.74721676
test_00.wav,29.92,-0.70172536
test_00.wav,29.96,-0.7725414
test_00.wav,30.0,-0.81430984
test_00.wav,30.04,-0.8074578
test_00.wav,30.08,-0.7091496
test_00.wav,30.12,-0.6172804
test_00.wav,30.16,-0.61973655
test_00.wav,30.2,-0.691162
test_00.wav,30.24,-0.7276919
test_00.wav,30.28,-0.76676476
test_00.wav,30.32,-0.7729801
test_00.wav,30.36,-0.80751115
test_00.wav,30.4,-0.7680621
test_00.wav,30.44,-0.7792257
test_00.wav,30.48,-0.78188205
test_00.wav,30.52,-0.7492231
test_00.wav,30.56,-0.7572963
test_00.wav,30.6,-0.7997575
test_00.wav,30.64,-0.87878835
test_00.wav,30.68,-0.90957534
test_00.wav,30.72,-0.92425996
test_00.wav,30.76,-0.9615382
test_00.wav,30.8,-0.97945833
test_00.wav,30.84,-1.0028533
test_00.wav,30.88,-1.007582
test_00.wav,30.92,-1.0091711
test_00.wav,30.96,-1.0132554
test_00.wav,31.0,-1.0869467
test_00.wav,31.04,-1.0866232
test_00.wav,31.08,-1.1068199
test_00.wav,31.12,-1.1170124
test_00.wav,31.16,-1.1169412
test_00.wav,31.2,-1.0317314
test_00.wav,31.24,-1.036287
test_00.wav,31.28,-0.91626287
test_00.wav,31.32,-0.70358604
test_00.wav,31.36,-0.45071
test_00.wav,31.4,-0.28228098
test_00.wav,31.44,-0.17970817
test_00.wav,31.48,-0.21894993
test_00.wav,31.52,0.17884362
test_00.wav,31.56,0.42788357
test_00.wav,31.6,0.86171126
test_00.wav,31.64,1.2271137
test_00.wav,31.68,1.5075587
test_00.wav,31.72,1.7506454
test_00.wav,31.76,2.002866
test_00.wav,31.8,2.3767893
test_00.wav,31.84,2.4195204
test_00.wav,31.88,2.494152
test_00.wav,31.92,2.4693348
test_00.wav,31.96,2.4482415
